checkout_id,patron_id,book_id,branch_id,checkout_date,return_date,late_fee
CK0423,P009,BK004,B001,2024-04-29,2024-05-02,0.00
CK0424,P020,BK013,B001,2024-04-29,2024-05-05,0.00
CK0425,P020,BK001,B004,2024-04-29,2024-05-11,0.00
CK0426,P002,BK004,B001,2024-04-29,2024-05-08,0.00
CK0427,P007,BK013,B001,2024-04-29,2024-05-30,4.25
CK0428,P019,BK006,B005,2024-04-30,2024-05-12,0.00
CK0429,P011,BK004,B003,2024-04-30,2024-05-05,0.00
CK0430,P014,BK005,B003,2024-04-30,2024-06-01,4.50
CK0431,P014,BK009,B004,2024-05-01,2024-05-27,3.00
CK0432,P013,BK013,B005,2024-05-01,2024-05-09,0.00
CK0433,P005,BK005,B004,2024-05-01,2024-05-06,0.00
CK0434,P008,BK005,B002,2024-05-02,2024-05-12,0.00
CK0435,P014,BK007,B005,2024-05-02,2024-05-13,0.00
CK0436,P009,BK004,B003,2024-05-02,2024-05-19,0.75
CK0437,P003,BK009,B002,2024-05-03,2024-05-06,0.00
CK0438,P020,BK010,B001,2024-05-03,2024-05-07,0.00
CK0439,P019,BK012,B005,2024-05-03,2024-05-09,0.00
CK0440,P011,BK005,B001,2024-05-03,2024-05-09,0.00
CK0441,P004,BK012,B004,2024-05-04,2024-05-10,0.00
CK0442,P007,BK007,B002,2024-05-04,2024-05-15,0.00
CK0443,P013,BK008,B005,2024-05-04,2024-05-17,0.00
CK0444,P017,BK015,B004,2024-05-05,2024-05-15,0.00
CK0445,P016,BK013,B003,2024-05-05,2024-05-11,0.00
CK0446,P019,BK014,B002,2024-05-06,2024-05-20,0.00
CK0447,P018,BK015,B005,2024-05-06,2024-05-18,0.00
CK0448,P007,BK006,B002,2024-05-07,2024-05-16,0.00
CK0449,P016,BK009,B003,2024-05-07,2024-05-14,0.00
CK0450,P016,BK008,B002,2024-05-07,2024-05-21,0.00
CK0451,P018,BK008,B002,2024-05-08,2024-06-12,5.25
CK0452,P017,BK001,B001,2024-05-08,2024-05-21,0.00
CK0453,P014,BK003,B002,2024-05-08,2024-05-12,0.00
CK0454,P017,BK008,B003,2024-05-09,2024-05-12,0.00
CK0455,P020,BK015,B004,2024-05-09,2024-05-22,0.00
CK0456,P018,BK009,B004,2024-05-09,2024-05-12,0.00
CK0457,P018,BK005,B001,2024-05-10,2024-05-21,0.00
CK0458,P014,BK013,B002,2024-05-10,2024-05-14,0.00
CK0459,P005,BK004,B002,2024-05-10,2024-05-22,0.00
CK0460,P012,BK005,B004,2024-05-10,2024-06-05,3.00
CK0461,P019,BK004,B002,2024-05-11,2024-05-18,0.00
CK0462,P003,BK011,B001,2024-05-11,2024-05-15,0.00
CK0463,P016,BK001,B001,2024-05-12,2024-05-26,0.00
CK0464,P014,BK011,B003,2024-05-12,2024-06-23,7.00
CK0465,P017,BK015,B001,2024-05-12,2024-06-02,1.75
CK0466,P016,BK005,B001,2024-05-13,2024-06-18,5.50
CK0467,P018,BK010,B001,2024-05-13,2024-06-26,7.50
CK0468,P001,BK004,B005,2024-05-13,2024-05-18,0.00
CK0469,P013,BK015,B001,2024-05-13,2024-05-20,0.00
CK0470,P019,BK014,B004,2024-05-13,2024-05-26,0.00
CK0471,P013,BK013,B002,2024-05-13,2024-05-27,0.00
CK0472,P002,BK002,B004,2024-05-14,2024-05-20,0.00
CK0473,P020,BK013,B005,2024-05-14,2024-06-10,3.25
CK0474,P011,BK001,B003,2024-05-14,2024-05-24,0.00
CK0475,P018,BK007,B004,2024-05-14,2024-05-19,0.00
CK0476,P003,BK013,B005,2024-05-15,2024-05-22,0.00
CK0477,P003,BK002,B003,2024-05-15,2024-05-20,0.00
CK0478,P005,BK012,B004,2024-05-15,2024-05-23,0.00
CK0479,P001,BK005,B004,2024-05-15,2024-05-23,0.00
CK0480,P005,BK002,B002,2024-05-15,2024-05-24,0.00
CK0481,P014,BK002,B001,2024-05-16,2024-05-20,0.00
CK0482,P020,BK010,B003,2024-05-16,2024-05-25,0.00
CK0483,P013,BK013,B001,2024-05-16,2024-05-30,0.00
CK0484,P008,BK010,B005,2024-05-16,2024-05-21,0.00
CK0485,P005,BK005,B003,2024-05-16,2024-05-23,0.00
CK0486,P006,BK007,B003,2024-05-16,2024-05-25,0.00
CK0487,P012,BK005,B002,2024-05-17,2024-05-31,0.00
CK0488,P020,BK004,B004,2024-05-17,2024-05-21,0.00
CK0489,P011,BK014,B005,2024-05-18,2024-06-27,6.50
CK0490,P015,BK006,B004,2024-05-18,2024-05-31,0.00
CK0491,P020,BK012,B002,2024-05-19,2024-05-29,0.00
CK0492,P013,BK006,B003,2024-05-19,2024-06-02,0.00
CK0493,P008,BK006,B004,2024-05-20,2024-05-27,0.00
CK0494,P012,BK002,B005,2024-05-20,2024-06-22,4.75
CK0495,P006,BK011,B005,2024-05-20,2024-05-23,0.00
CK0496,P007,BK008,B003,2024-05-20,2024-06-03,0.00
CK0497,P014,BK011,B004,2024-05-20,2024-05-25,0.00
CK0498,P009,BK011,B002,2024-05-20,2024-06-03,0.00
CK0499,P015,BK010,B004,2024-05-21,2024-06-02,0.00
CK0500,P014,BK009,B001,2024-05-21,2024-06-27,5.75
CK0501,P020,BK011,B001,2024-05-22,2024-05-26,0.00
CK0502,P012,BK003,B005,2024-05-22,2024-06-24,4.75
CK0503,P013,BK013,B003,2024-05-22,2024-05-31,0.00
CK0504,P009,BK004,B005,2024-05-22,2024-06-05,0.00
CK0505,P019,BK004,B004,2024-05-22,2024-05-30,0.00
CK0506,P019,BK012,B005,2024-05-22,2024-06-17,3.00
CK0507,P004,BK005,B004,2024-05-23,2024-05-27,0.00
CK0508,P005,BK006,B003,2024-05-23,2024-05-31,0.00
CK0509,P017,BK008,B003,2024-05-23,2024-06-02,0.00
CK0510,P015,BK006,B001,2024-05-23,2024-05-30,0.00
CK0511,P004,BK001,B003,2024-05-23,2024-06-05,0.00
CK0512,P008,BK009,B002,2024-05-24,2024-06-04,0.00
CK0513,P014,BK008,B002,2024-05-24,2024-06-02,0.00
CK0514,P014,BK007,B001,2024-05-24,2024-06-27,5.00
CK0515,P019,BK007,B004,2024-05-25,2024-05-28,0.00
CK0516,P009,BK013,B001,2024-05-25,2024-06-06,0.00
CK0517,P006,BK006,B003,2024-05-26,2024-06-01,0.00
CK0518,P016,BK009,B003,2024-05-26,2024-06-07,0.00
CK0519,P019,BK002,B003,2024-05-26,2024-06-03,0.00
CK0520,P010,BK015,B005,2024-05-27,2024-06-08,0.00
CK0521,P011,BK002,B002,2024-05-27,2024-06-03,0.00
CK0522,P005,BK009,B004,2024-05-27,2024-06-05,0.00
CK0523,P014,BK003,B004,2024-05-28,2024-06-10,0.00
CK0524,P006,BK009,B002,2024-05-28,2024-06-07,0.00
CK0525,P011,BK014,B004,2024-05-28,2024-06-13,0.50
CK0526,P001,BK008,B002,2024-05-28,2024-06-03,0.00
CK0527,P018,BK009,B004,2024-05-28,2024-06-06,0.00
CK0528,P016,BK003,B001,2024-05-29,2024-06-10,0.00
CK0529,P008,BK005,B001,2024-05-29,2024-06-05,0.00
CK0530,P006,BK013,B004,2024-05-29,2024-06-10,0.00
CK0531,P016,BK009,B005,2024-05-29,2024-06-02,0.00
CK0532,P018,BK014,B003,2024-05-29,2024-06-09,0.00
CK0533,P018,BK004,B004,2024-05-30,2024-06-03,0.00
CK0534,P008,BK005,B001,2024-05-30,2024-06-09,0.00
CK0535,P003,BK008,B001,2024-05-30,2024-06-05,0.00
CK0536,P019,BK012,B003,2024-05-30,2024-06-13,0.00
CK0537,P006,BK010,B002,2024-05-30,2024-06-05,0.00
CK0538,P019,BK006,B005,2024-05-31,2024-06-07,0.00
CK0539,P011,BK012,B003,2024-05-31,2024-06-07,0.00
CK0540,P004,BK003,B004,2024-06-01,2024-06-24,2.25
CK0541,P005,BK012,B002,2024-06-01,2024-06-07,0.00
CK0542,P008,BK013,B004,2024-06-01,2024-06-11,0.00
CK0543,P014,BK007,B004,2024-06-02,2024-06-06,0.00
CK0544,P003,BK007,B005,2024-06-02,2024-06-16,0.00
CK0545,P015,BK008,B003,2024-06-03,2024-06-18,0.25
CK0546,P003,BK012,B004,2024-06-03,2024-06-16,0.00
CK0547,P003,BK013,B005,2024-06-03,2024-06-24,1.75
CK0548,P007,BK008,B003,2024-06-03,2024-06-11,0.00
CK0549,P019,BK003,B005,2024-06-04,2024-06-14,0.00
CK0550,P002,BK001,B001,2024-06-04,2024-06-17,0.00
CK0551,P001,BK002,B002,2024-06-04,2024-06-14,0.00
CK0552,P014,BK004,B002,2024-06-04,2024-06-17,0.00
CK0553,P009,BK002,B003,2024-06-04,2024-06-11,0.00
CK0554,P006,BK001,B004,2024-06-04,2024-06-17,0.00
CK0555,P014,BK011,B001,2024-06-05,2024-06-19,0.00
CK0556,P016,BK002,B002,2024-06-05,2024-06-17,0.00
CK0557,P015,BK001,B001,2024-06-05,2024-06-19,0.00
CK0558,P005,BK008,B001,2024-06-06,2024-06-12,0.00
CK0559,P004,BK002,B003,2024-06-06,2024-06-14,0.00
CK0560,P013,BK013,B002,2024-06-06,2024-06-19,0.00
CK0561,P017,BK010,B001,2024-06-06,2024-06-18,0.00
CK0562,P012,BK012,B002,2024-06-06,2024-06-19,0.00
CK0563,P020,BK011,B004,2024-06-07,2024-06-24,0.75
CK0564,P005,BK013,B001,2024-06-07,2024-06-19,0.00
CK0565,P014,BK006,B002,2024-06-07,2024-06-13,0.00
CK0566,P008,BK009,B005,2024-06-07,2024-06-19,0.00
CK0567,P001,BK014,B003,2024-06-07,2024-06-13,0.00
CK0568,P013,BK005,B001,2024-06-08,2024-06-14,0.00
CK0569,P016,BK011,B005,2024-06-09,2024-07-10,4.25
CK0570,P012,BK015,B003,2024-06-10,2024-07-07,3.25
CK0571,P019,BK007,B003,2024-06-10,2024-06-21,0.00
CK0572,P003,BK001,B005,2024-06-11,2024-06-15,0.00
CK0573,P002,BK015,B001,2024-06-11,2024-06-20,0.00
CK0574,P017,BK013,B004,2024-06-11,2024-06-20,0.00
CK0575,P018,BK009,B005,2024-06-11,2024-06-16,0.00
CK0576,P003,BK009,B002,2024-06-11,2024-06-16,0.00
CK0577,P003,BK005,B004,2024-06-12,2024-06-26,0.00
CK0578,P002,BK004,B001,2024-06-12,2024-06-21,0.00
CK0579,P020,BK001,B003,2024-06-12,2024-06-25,0.00
CK0580,P006,BK002,B001,2024-06-12,2024-06-26,0.00
CK0581,P006,BK008,B003,2024-06-12,2024-06-23,0.00
CK0582,P009,BK003,B003,2024-06-12,2024-06-17,0.00
CK0583,P004,BK013,B001,2024-06-13,2024-06-21,0.00
CK0584,P017,BK002,B003,2024-06-13,2024-06-27,0.00
CK0585,P016,BK008,B005,2024-06-13,2024-06-21,0.00
CK0586,P019,BK003,B003,2024-06-13,2024-06-18,0.00
CK0587,P004,BK004,B005,2024-06-14,2024-06-30,0.50
CK0588,P001,BK004,B001,2024-06-14,2024-06-24,0.00
CK0589,P005,BK003,B001,2024-06-14,2024-07-24,6.50
CK0590,P014,BK004,B003,2024-06-14,2024-07-12,3.50
CK0591,P011,BK005,B001,2024-06-14,2024-06-26,0.00
CK0592,P002,BK003,B002,2024-06-14,2024-06-30,0.50
CK0593,P015,BK014,B003,2024-06-15,2024-06-22,0.00
CK0594,P001,BK006,B002,2024-06-16,2024-06-23,0.00
CK0595,P020,BK004,B004,2024-06-16,2024-07-19,4.75
CK0596,P018,BK013,B002,2024-06-17,2024-07-02,0.25
CK0597,P001,BK004,B005,2024-06-17,2024-06-25,0.00
CK0598,P001,BK006,B001,2024-06-17,2024-06-30,0.00
CK0599,P004,BK004,B005,2024-06-18,2024-06-24,0.00
CK0600,P002,BK003,B003,2024-06-18,2024-07-04,0.50
CK0601,P017,BK007,B003,2024-06-18,2024-06-28,0.00
CK0602,P004,BK009,B002,2024-06-18,2024-07-01,0.00
CK0603,P019,BK001,B004,2024-06-19,2024-07-02,0.00
CK0604,P010,BK005,B003,2024-06-19,2024-06-28,0.00
CK0605,P011,BK006,B004,2024-06-19,2024-06-26,0.00
CK0606,P007,BK003,B005,2024-06-19,2024-06-23,0.00
CK0607,P015,BK008,B003,2024-06-19,2024-06-28,0.00
CK0608,P007,BK008,B003,2024-06-19,2024-07-12,2.25
CK0609,P006,BK013,B003,2024-06-20,2024-07-04,0.00
CK0610,P007,BK014,B003,2024-06-20,2024-06-25,0.00
CK0611,P013,BK009,B001,2024-06-21,2024-07-04,0.00
CK0612,P006,BK001,B004,2024-06-21,2024-07-01,0.00
CK0613,P008,BK002,B004,2024-06-21,2024-06-25,0.00
CK0614,P004,BK001,B001,2024-06-21,2024-06-27,0.00
CK0615,P012,BK011,B001,2024-06-22,2024-07-04,0.00
CK0616,P003,BK001,B001,2024-06-22,2024-06-28,0.00
CK0617,P003,BK015,B003,2024-06-23,2024-07-09,0.50
CK0618,P006,BK015,B005,2024-06-24,2024-07-03,0.00
CK0619,P016,BK001,B004,2024-06-24,2024-07-07,0.00
CK0620,P006,BK005,B003,2024-06-25,2024-07-05,0.00
CK0621,P020,BK010,B005,2024-06-25,2024-07-01,0.00
CK0622,P014,BK015,B005,2024-06-25,2024-07-05,0.00
CK0623,P005,BK007,B002,2024-06-26,2024-07-09,0.00
CK0624,P008,BK011,B005,2024-06-26,2024-06-29,0.00
CK0625,P012,BK008,B005,2024-06-26,2024-07-22,3.00
CK0626,P017,BK006,B004,2024-06-26,2024-07-03,0.00
CK0627,P020,BK004,B001,2024-06-26,2024-07-03,0.00
CK0628,P017,BK006,B005,2024-06-27,2024-07-03,0.00
CK0629,P008,BK005,B005,2024-06-27,2024-07-11,0.00
CK0630,P008,BK010,B004,2024-06-27,2024-07-05,0.00
CK0631,P006,BK003,B002,2024-06-27,2024-07-09,0.00
CK0632,P012,BK015,B005,2024-06-27,2024-06-30,0.00
CK0633,P019,BK003,B005,2024-06-28,2024-08-08,6.75
CK0634,P016,BK009,B003,2024-06-28,2024-07-03,0.00
CK0635,P002,BK004,B005,2024-06-28,2024-07-04,0.00
CK0636,P001,BK006,B005,2024-06-28,2024-07-04,0.00
CK0637,P006,BK015,B003,2024-06-28,2024-07-01,0.00
CK0638,P005,BK013,B001,2024-06-28,2024-07-09,0.00
CK0639,P012,BK012,B004,2024-06-29,2024-07-11,0.00
CK0640,P005,BK003,B004,2024-06-30,2024-07-13,0.00
CK0641,P011,BK003,B005,2024-06-30,2024-08-12,7.25
CK0642,P008,BK011,B005,2024-07-01,2024-07-06,0.00
CK0643,P010,BK003,B002,2024-07-01,2024-07-16,0.25
CK0644,P019,BK007,B005,2024-07-01,2024-07-04,0.00
CK0645,P020,BK004,B005,2024-07-01,2024-07-05,0.00
CK0646,P003,BK004,B003,2024-07-02,2024-07-10,0.00
CK0647,P003,BK014,B003,2024-07-02,2024-07-12,0.00
CK0648,P008,BK012,B001,2024-07-02,2024-07-10,0.00
CK0649,P001,BK001,B004,2024-07-02,2024-07-12,0.00
CK0650,P014,BK008,B004,2024-07-03,2024-07-11,0.00
CK0651,P016,BK013,B005,2024-07-03,2024-07-16,0.00
CK0652,P006,BK008,B001,2024-07-03,2024-07-06,0.00
CK0653,P004,BK002,B003,2024-07-04,2024-07-09,0.00
CK0654,P003,BK009,B001,2024-07-04,2024-08-07,5.00
CK0655,P016,BK012,B001,2024-07-04,2024-07-13,0.00
CK0656,P020,BK015,B004,2024-07-04,2024-07-09,0.00
CK0657,P007,BK007,B005,2024-07-05,2024-07-19,0.00
CK0658,P009,BK011,B003,2024-07-05,2024-07-12,0.00
CK0659,P013,BK010,B005,2024-07-05,2024-07-15,0.00
CK0660,P014,BK002,B003,2024-07-06,2024-07-19,0.00
CK0661,P004,BK001,B002,2024-07-07,2024-07-12,0.00
CK0662,P016,BK014,B001,2024-07-08,2024-07-15,0.00
CK0663,P016,BK015,B003,2024-07-08,2024-07-12,0.00
CK0664,P012,BK015,B004,2024-07-09,2024-07-17,0.00
CK0665,P009,BK008,B004,2024-07-09,2024-07-16,0.00
CK0666,P019,BK001,B002,2024-07-09,2024-07-23,0.00
CK0667,P018,BK007,B005,2024-07-10,2024-07-16,0.00
CK0668,P013,BK014,B005,2024-07-10,2024-07-19,0.00
CK0669,P016,BK010,B002,2024-07-10,2024-07-20,0.00
CK0670,P002,BK009,B005,2024-07-10,2024-07-21,0.00
CK0671,P005,BK002,B004,2024-07-11,2024-08-25,7.75
CK0672,P007,BK013,B002,2024-07-11,2024-07-16,0.00
CK0673,P014,BK004,B002,2024-07-11,2024-07-23,0.00
CK0674,P003,BK002,B004,2024-07-11,2024-07-22,0.00
CK0675,P009,BK009,B004,2024-07-11,2024-07-14,0.00
CK0676,P019,BK009,B004,2024-07-11,2024-07-15,0.00
CK0677,P019,BK010,B001,2024-07-12,2024-07-16,0.00
CK0678,P010,BK014,B005,2024-07-12,2024-07-20,0.00
CK0679,P013,BK011,B004,2024-07-12,2024-07-24,0.00
CK0680,P006,BK005,B004,2024-07-12,2024-07-17,0.00
CK0681,P013,BK001,B004,2024-07-12,2024-07-20,0.00
CK0682,P016,BK015,B003,2024-07-12,2024-07-20,0.00
CK0683,P010,BK005,B004,2024-07-13,2024-07-27,0.00
CK0684,P008,BK003,B003,2024-07-13,2024-07-27,0.00
CK0685,P009,BK012,B004,2024-07-14,2024-07-26,0.00
CK0686,P015,BK004,B004,2024-07-14,2024-07-28,0.00
CK0687,P002,BK009,B002,2024-07-15,2024-07-19,0.00
CK0688,P013,BK003,B005,2024-07-15,2024-07-27,0.00
CK0689,P007,BK014,B001,2024-07-15,2024-07-21,0.00
CK0690,P012,BK012,B002,2024-07-15,2024-07-22,0.00
CK0691,P013,BK011,B001,2024-07-16,2024-07-29,0.00
CK0692,P016,BK010,B004,2024-07-16,2024-08-30,7.75
CK0693,P019,BK009,B003,2024-07-16,2024-07-24,0.00
CK0694,P009,BK012,B001,2024-07-16,2024-07-23,0.00
CK0695,P006,BK014,B005,2024-07-16,2024-07-22,0.00
CK0696,P008,BK011,B002,2024-07-16,2024-07-23,0.00
CK0697,P001,BK008,B002,2024-07-17,2024-07-30,0.00
CK0698,P001,BK004,B003,2024-07-17,2024-08-26,6.50
CK0699,P014,BK015,B004,2024-07-18,2024-07-26,0.00
CK0700,P015,BK005,B005,2024-07-18,2024-07-30,0.00
CK0701,P001,BK009,B003,2024-07-18,2024-07-29,0.00
CK0702,P010,BK005,B001,2024-07-18,2024-07-28,0.00
CK0703,P011,BK014,B003,2024-07-19,2024-07-26,0.00
CK0704,P010,BK004,B002,2024-07-19,2024-07-30,0.00
CK0705,P002,BK013,B005,2024-07-19,2024-07-28,0.00
CK0706,P005,BK012,B001,2024-07-19,2024-08-18,4.00
CK0707,P014,BK007,B004,2024-07-20,2024-08-03,0.00
CK0708,P019,BK014,B002,2024-07-20,2024-07-28,0.00
CK0709,P018,BK011,B004,2024-07-21,2024-08-03,0.00
CK0710,P006,BK014,B005,2024-07-21,2024-07-26,0.00
CK0711,P005,BK012,B003,2024-07-21,2024-08-04,0.00
CK0712,P011,BK011,B001,2024-07-22,2024-07-28,0.00
CK0713,P010,BK007,B003,2024-07-22,2024-07-30,0.00
CK0714,P015,BK014,B001,2024-07-22,2024-08-07,0.50
CK0715,P019,BK010,B001,2024-07-23,2024-08-02,0.00
CK0716,P004,BK014,B004,2024-07-23,2024-08-03,0.00
CK0717,P005,BK003,B002,2024-07-23,2024-08-20,3.50
CK0718,P015,BK003,B003,2024-07-23,2024-08-06,0.00
CK0719,P016,BK006,B002,2024-07-23,2024-07-31,0.00
CK0720,P015,BK005,B002,2024-07-23,2024-07-28,0.00
CK0721,P003,BK003,B005,2024-07-24,2024-08-02,0.00
CK0722,P014,BK008,B004,2024-07-24,2024-07-27,0.00
CK0723,P012,BK001,B003,2024-07-24,2024-08-04,0.00
CK0724,P001,BK011,B002,2024-07-24,2024-08-30,5.75
CK0725,P010,BK003,B001,2024-07-24,2024-08-02,0.00
CK0726,P003,BK014,B001,2024-07-25,2024-08-01,0.00
CK0727,P017,BK010,B005,2024-07-25,2024-08-22,3.50
CK0728,P005,BK006,B004,2024-07-25,2024-08-02,0.00
CK0729,P001,BK004,B002,2024-07-26,2024-08-09,0.00
CK0730,P001,BK010,B005,2024-07-26,2024-07-31,0.00
CK0731,P002,BK007,B003,2024-07-26,2024-08-06,0.00
CK0732,P002,BK011,B001,2024-07-26,2024-08-08,0.00
CK0733,P004,BK007,B004,2024-07-26,2024-08-04,0.00
CK0734,P005,BK004,B001,2024-07-27,2024-08-03,0.00
CK0735,P017,BK005,B005,2024-07-27,2024-08-08,0.00
CK0736,P017,BK012,B005,2024-07-28,2024-08-01,0.00
CK0737,P016,BK004,B005,2024-07-29,2024-08-04,0.00
CK0738,P017,BK004,B003,2024-07-29,2024-08-12,0.00
CK0739,P018,BK008,B002,2024-07-30,2024-08-13,0.00
CK0740,P008,BK001,B001,2024-07-30,2024-08-16,0.75
CK0741,P016,BK003,B001,2024-07-31,2024-08-11,0.00
CK0742,P004,BK015,B003,2024-07-31,2024-08-13,0.00
CK0743,P010,BK005,B004,2024-07-31,2024-08-03,0.00
CK0744,P002,BK014,B003,2024-07-31,2024-08-08,0.00
CK0745,P014,BK012,B001,2024-07-31,2024-08-04,0.00
CK0746,P002,BK001,B002,2024-07-31,2024-08-13,0.00
CK0747,P015,BK010,B003,2024-08-01,2024-08-15,0.00
CK0748,P011,BK003,B001,2024-08-01,2024-08-28,3.25
CK0749,P009,BK014,B004,2024-08-01,2024-08-15,0.00
CK0750,P014,BK011,B002,2024-08-01,2024-08-05,0.00
CK0751,P006,BK002,B004,2024-08-02,2024-08-14,0.00
CK0752,P015,BK003,B005,2024-08-02,2024-08-11,0.00
CK0753,P005,BK008,B004,2024-08-03,2024-08-07,0.00
CK0754,P003,BK005,B003,2024-08-04,2024-09-10,5.75
CK0755,P019,BK012,B005,2024-08-05,2024-08-11,0.00
CK0756,P011,BK009,B005,2024-08-05,2024-08-19,0.00
CK0757,P014,BK011,B002,2024-08-05,2024-08-15,0.00
CK0758,P013,BK003,B005,2024-08-05,2024-08-17,0.00
CK0759,P006,BK009,B004,2024-08-05,2024-08-15,0.00
CK0760,P016,BK006,B002,2024-08-05,2024-08-13,0.00
CK0761,P018,BK011,B004,2024-08-06,2024-08-15,0.00
CK0762,P015,BK008,B005,2024-08-06,2024-08-23,0.75
CK0763,P015,BK006,B001,2024-08-06,2024-08-16,0.00
CK0764,P013,BK007,B001,2024-08-07,2024-08-18,0.00
CK0765,P003,BK013,B005,2024-08-07,2024-08-19,0.00
CK0766,P018,BK004,B004,2024-08-08,2024-08-16,0.00
CK0767,P008,BK014,B004,2024-08-08,2024-08-16,0.00
CK0768,P020,BK008,B003,2024-08-08,2024-08-22,0.00
CK0769,P008,BK001,B003,2024-08-08,2024-08-16,0.00
CK0770,P010,BK009,B005,2024-08-08,2024-08-16,0.00
CK0771,P006,BK008,B002,2024-08-08,2024-08-22,0.00
CK0772,P009,BK010,B002,2024-08-09,2024-08-27,1.00
CK0773,P013,BK004,B004,2024-08-09,2024-08-15,0.00
CK0774,P002,BK015,B005,2024-08-10,2024-09-18,6.25
CK0775,P015,BK011,B005,2024-08-10,2024-08-29,1.25
CK0776,P017,BK012,B001,2024-08-11,2024-08-22,0.00
CK0777,P016,BK015,B005,2024-08-12,2024-08-17,0.00
CK0778,P005,BK002,B004,2024-08-12,2024-08-25,0.00
CK0779,P011,BK009,B004,2024-08-12,2024-09-15,5.00
CK0780,P008,BK005,B004,2024-08-12,2024-08-20,0.00
CK0781,P005,BK003,B004,2024-08-12,2024-09-18,5.75
CK0782,P017,BK005,B005,2024-08-12,2024-08-20,0.00
CK0783,P007,BK004,B002,2024-08-13,2024-08-25,0.00
CK0784,P012,BK015,B002,2024-08-13,2024-09-17,5.25
CK0785,P006,BK009,B005,2024-08-13,2024-08-27,0.00
CK0786,P004,BK013,B003,2024-08-13,2024-08-24,0.00
CK0787,P014,BK011,B005,2024-08-13,2024-08-20,0.00
CK0788,P001,BK009,B001,2024-08-13,2024-08-16,0.00
CK0789,P007,BK005,B002,2024-08-14,2024-08-21,0.00
CK0790,P002,BK012,B003,2024-08-14,2024-08-20,0.00
CK0791,P015,BK002,B005,2024-08-15,2024-08-28,0.00
CK0792,P008,BK012,B005,2024-08-15,2024-08-24,0.00
CK0793,P010,BK012,B001,2024-08-15,2024-08-24,0.00
CK0794,P011,BK009,B001,2024-08-15,2024-08-18,0.00
CK0795,P015,BK014,B002,2024-08-16,2024-08-29,0.00
CK0796,P012,BK013,B005,2024-08-16,2024-08-27,0.00
CK0797,P007,BK005,B004,2024-08-16,2024-08-21,0.00
CK0798,P006,BK012,B005,2024-08-16,2024-08-20,0.00
CK0799,P009,BK009,B003,2024-08-16,2024-08-21,0.00
CK0800,P009,BK001,B003,2024-08-16,2024-09-22,5.75
CK0801,P005,BK015,B003,2024-08-17,2024-08-29,0.00
CK0802,P020,BK014,B003,2024-08-18,2024-08-28,0.00
CK0803,P012,BK002,B003,2024-08-18,2024-09-09,2.00
CK0804,P017,BK002,B005,2024-08-18,2024-08-23,0.00
CK0805,P003,BK006,B002,2024-08-19,2024-08-25,0.00
CK0806,P012,BK005,B002,2024-08-19,2024-08-31,0.00
CK0807,P018,BK014,B001,2024-08-19,2024-08-23,0.00
CK0808,P008,BK015,B005,2024-08-19,2024-09-10,2.00
CK0809,P011,BK007,B001,2024-08-19,2024-08-28,0.00
CK0810,P001,BK015,B005,2024-08-20,2024-08-28,0.00
CK0811,P015,BK008,B001,2024-08-20,2024-08-27,0.00
CK0812,P011,BK009,B001,2024-08-20,2024-09-09,1.50
CK0813,P018,BK009,B001,2024-08-20,2024-09-02,0.00
CK0814,P014,BK014,B001,2024-08-21,2024-08-27,0.00
CK0815,P014,BK011,B001,2024-08-21,2024-09-04,0.00
CK0816,P015,BK012,B003,2024-08-21,2024-08-24,0.00
CK0817,P009,BK009,B001,2024-08-22,2024-09-03,0.00
CK0818,P009,BK007,B004,2024-08-22,2024-09-01,0.00
CK0819,P011,BK001,B004,2024-08-22,2024-09-04,0.00
CK0820,P003,BK013,B005,2024-08-23,2024-08-26,0.00
CK0821,P012,BK015,B005,2024-08-23,2024-08-27,0.00
CK0822,P010,BK010,B001,2024-08-23,2024-10-01,6.25
CK0823,P013,BK007,B001,2024-08-23,2024-09-02,0.00
CK0824,P005,BK012,B004,2024-08-23,2024-09-16,2.50
CK0825,P005,BK005,B003,2024-08-23,2024-09-24,4.50
CK0826,P004,BK001,B001,2024-08-24,2024-09-05,0.00
CK0827,P003,BK005,B002,2024-08-25,2024-10-02,6.00
CK0828,P012,BK004,B004,2024-08-25,2024-09-07,0.00
CK0829,P006,BK003,B002,2024-08-25,2024-09-06,0.00
CK0830,P006,BK011,B005,2024-08-26,2024-08-29,0.00
CK0831,P018,BK008,B005,2024-08-26,2024-08-30,0.00
CK0832,P004,BK004,B005,2024-08-27,2024-09-06,0.00
CK0833,P005,BK011,B002,2024-08-27,2024-08-31,0.00
CK0834,P007,BK006,B004,2024-08-27,2024-09-06,0.00
CK0835,P010,BK012,B005,2024-08-27,2024-09-01,0.00
CK0836,P014,BK003,B001,2024-08-28,2024-09-05,0.00
CK0837,P014,BK005,B003,2024-08-28,2024-09-02,0.00
CK0838,P016,BK008,B004,2024-08-28,2024-09-05,0.00
CK0839,P018,BK002,B002,2024-08-28,2024-09-10,0.00
CK0840,P005,BK015,B005,2024-08-29,2024-09-04,0.00
CK0841,P003,BK012,B001,2024-08-29,2024-09-01,0.00
CK0842,P001,BK014,B005,2024-08-29,2024-09-10,0.00
CK0843,P007,BK015,B001,2024-08-29,2024-09-09,0.00
CK0844,P016,BK011,B002,2024-08-30,2024-09-07,0.00
CK0845,P019,BK012,B003,2024-08-30,2024-09-04,0.00
