Transaction_ID,Date,Truck_ID,Employee_ID,Menu_Item_ID,Quantity,Unit_Price,Amount,Tip,Payment_Method,Event_ID
TXN00319,01/15/2024,T001,E006,M011,5,14.99,74.95,2.73,cash,EV002
TXN00320,01/16/2024,T002,E012,M025,1,15.99,15.99,7.68,Credit card,EV013
TXN00321,10/31/2024,T003,E011,M011,2,12.99,25.98,3.49,venmo,EV011
TXN00322,03-04-2024,T003,E003,M008,5,12.99,64.95,5.87,credit card,EV006
TXN00323,05-01-2024,T004,E004,M025,5,8.99,44.95,2.55,Zelle,EV004
TXN00324,09/15/2024,T001,E012,M008,3,9.49,28.47,7.08,CASH,EV011
TXN00325,08/20/2024,T002,E001,M008,1,9.49,9.49,0.86,Cash,EV013
TXN00326,16-08-2024,T002,E010,M014,4,11.49,45.96,3.0,venmo,EV008
TXN00327,03/28/2024,T001,E003,M010,1,9.49,9.49,0.84,Credit card,EV013
TXN00328,27-03-2024,T001,E011,M011,5,13.49,67.45,5.64,Venmo,EV006
TXN00329,10-11-2024,T002,E012,M002,1,9.49,9.49,1.52,VENMO,
TXN00330,19-05-2024,T003,E003,M008,1,8.99,8.99,4.4,venmo,EV002
TXN00331,07/07/2024,T001,E011,M010,5,7.99,39.95,0.21,cash,EV010
TXN00332,02/15/2024,T001,E011,M010,4,7.99,31.96,5.29,CASH,
TXN00333,07/21/2024,T004,E008,M012,2,7.99,15.98,,venmo,EV009
TXN00334,29-04-2024,T001,E010,M005,1,10.99,10.99,6.47,Venmo,EV008
TXN00335,10/14/2024,T004,E004,M017,4,15.99,63.96,7.49,Zelle,
TXN00336,06/06/2024,T001,E003,M017,5,15.99,79.95,5.42,Zelle,EV004
TXN00337,08/21/2024,T002,E011,M007,2,12.99,25.98,,CASH,EV014
TXN00338,17-04-2024,T002,E002,M020,3,9.49,28.47,7.31,CASH,EV013
TXN00339,10/15/2024,T003,E010,M009,5,7.99,39.95,0.1,Zelle,
TXN00340,08/06/2024,T002,E002,M005,5,13.49,67.45,7.72,CASH,EV004
TXN00341,30-05-2024,T003,E001,M014,3,11.49,34.47,4.58,venmo,EV006
TXN00342,05/25/2024,T004,E005,M002,4,9.49,37.96,0.39,venmo,EV012
TXN00343,01/15/2024,T003,E003,M010,3,7.99,23.97,5.48,Credit Card,EV010
TXN00344,18-08-2024,T003,E007,M009,4,13.49,53.96,1.5,Credit Card,
TXN00345,25-09-2024,T001,E009,M017,2,10.99,21.98,4.05,cash,EV001
TXN00346,04/02/2024,T002,E005,M002,2,8.99,17.98,7.34,Credit Card,EV012
TXN00347,08/29/2024,T001,E008,M022,1,14.99,14.99,4.75,cash,
TXN00348,07/02/2024,T003,E003,M024,1,6.99,6.99,,Cash,EV007
TXN00349,27-04-2024,T002,E008,M009,4,15.99,63.96,,Cash,EV005
TXN00350,12/01/2024,T001,E007,M008,3,13.49,40.47,2.44,credit card,EV013
TXN00351,07/01/2024,T005,E001,M015,3,15.99,47.97,3.18,CASH,
TXN00352,09-12-2024,T003,E002,M018,5,13.49,67.45,5.48,venmo,EV011
TXN00353,25-05-2024,T003,E001,M009,3,14.99,44.97,,Credit Card,EV013
TXN00354,12/08/2024,T002,E007,M024,1,7.99,7.99,2.08,Venmo,EV013
TXN00355,01/23/2024,T002,E009,M011,2,15.99,31.98,3.81,Credit card,EV010
TXN00356,01-04-2024,T002,E012,M010,1,7.99,7.99,,credit card,
TXN00357,07-04-2024,T003,E007,M021,1,14.99,14.99,5.95,credit card,EV011
TXN00358,07/13/2024,T003,E010,M015,1,7.99,7.99,,Zelle,EV003
TXN00359,02-09-2024,T001,E003,M022,4,15.99,63.96,0.43,cash,EV007
TXN00360,06/28/2024,T004,E006,M005,3,12.99,38.97,3.9,cash,EV002
TXN00361,01/07/2024,T002,E003,M025,2,13.49,26.98,3.92,CASH,EV014
TXN00362,11/24/2024,T004,E012,M016,4,8.99,35.96,,Credit Card,EV012
TXN00363,12-01-2024,T002,E003,M001,1,14.99,14.99,7.02,credit card,EV004
TXN00364,07/19/2024,T003,E010,M006,1,8.99,8.99,2.33,VENMO,
TXN00365,06/25/2024,T002,E001,M011,4,9.49,37.96,1.32,Venmo,EV008
TXN00366,28-04-2024,T002,E007,M007,1,13.49,13.49,0.99,Cash,EV009
TXN00367,04-10-2024,T001,E007,M022,1,8.99,8.99,,CASH,EV015
TXN00368,07/17/2024,T003,E007,M016,2,14.99,29.98,5.04,credit card,EV004
TXN00369,12/09/2024,T002,E002,M014,1,15.99,15.99,0.94,CASH,
TXN00370,15-04-2024,T003,E009,M017,2,9.49,18.98,2.36,Cash,
TXN00371,20-04-2024,T004,E002,M011,2,8.99,17.98,,CASH,
TXN00372,21-03-2024,T001,E005,M024,1,6.99,6.99,3.65,credit card,EV015
TXN00373,01/30/2024,T002,E002,M002,3,9.49,28.47,2.5,CASH,EV002
TXN00374,09-01-2024,T002,E006,M011,3,7.99,23.97,2.15,CASH,EV011
TXN00375,04/07/2024,T004,E011,M015,3,11.49,34.47,3.83,Venmo,EV006
TXN00376,03/02/2024,T001,E011,M006,1,11.49,11.49,3.86,Zelle,EV015
TXN00377,06-04-2024,T003,E008,M020,1,12.99,12.99,3.9,Venmo,EV002
TXN00378,02/06/2024,T003,E009,M001,5,13.49,67.45,1.79,Credit card,
TXN00379,22-12-2024,T001,E003,M014,2,7.99,15.98,5.41,Venmo,
TXN00380,11/13/2024,T002,E006,M017,4,7.99,31.96,0.6,venmo,EV008
TXN00381,22-06-2024,T001,E002,M017,2,15.99,31.98,3.23,Credit Card,EV015
TXN00382,19-08-2024,T004,E002,M003,4,7.99,31.96,7.85,Cash,EV013
TXN00383,08/03/2024,T001,E004,M003,5,13.49,67.45,7.12,VENMO,EV015
TXN00384,06/27/2024,T001,E012,M008,4,9.49,37.96,4.96,venmo,EV012
TXN00385,08/23/2024,T002,E009,M001,3,9.49,28.47,7.72,credit card,
TXN00386,14-07-2024,T001,E002,M006,4,12.99,51.96,5.94,Venmo,EV009
TXN00387,11/12/2024,T001,E002,M013,2,7.99,15.98,1.52,Credit card,EV014
TXN00388,28-01-2024,T001,E008,M025,4,7.99,31.96,7.65,cash,EV001
TXN00389,02-10-2024,T004,E003,M019,4,15.99,63.96,7.28,Zelle,EV005
TXN00390,02/27/2024,T003,E005,M017,4,11.49,45.96,7.33,Credit Card,EV013
TXN00391,28-06-2024,T004,E005,M005,2,11.49,22.98,7.09,VENMO,
TXN00392,13-06-2024,T002,E012,M007,2,13.49,26.98,5.49,cash,EV006
TXN00393,09/18/2024,T003,E011,M023,1,9.49,9.49,4.66,Venmo,
TXN00394,30-05-2024,T004,E001,M001,5,10.99,54.95,,cash,EV002
TXN00395,04/16/2024,T002,E004,M010,3,12.99,38.97,5.52,credit card,
TXN00396,01/21/2024,T004,E007,M004,5,15.99,79.95,5.94,VENMO,EV008
TXN00397,22-09-2024,T003,E009,M023,1,11.49,11.49,7.65,Credit card,EV002
TXN00398,11-01-2024,T002,E010,M020,4,14.99,59.96,5.64,Credit card,
TXN00399,11/08/2024,T002,E012,M010,4,12.99,51.96,0.6,cash,
TXN00400,03/06/2024,T004,E005,M009,5,6.99,34.95,,Zelle,EV001
TXN00401,06/22/2024,T002,E011,M002,2,9.49,18.98,6.19,Zelle,EV010
TXN00402,12-09-2024,T005,E009,M003,3,15.99,47.97,1.47,CASH,EV006
TXN00403,08/04/2024,T004,E006,M003,3,14.99,44.97,5.31,Credit card,EV010
TXN00404,25-04-2024,T004,E010,M018,1,10.99,10.99,3.57,Zelle,EV008
TXN00405,25-01-2024,T003,E009,M013,1,11.49,11.49,5.79,Cash,EV012
TXN00406,24-09-2024,T004,E002,M016,1,6.99,6.99,1.54,VENMO,EV004
TXN00407,30-03-2024,T001,E002,M021,1,14.99,14.99,6.19,Venmo,EV007
TXN00408,06-10-2024,T004,E001,M021,1,12.99,12.99,,Credit card,EV003
TXN00409,02/11/2024,T003,E007,M018,1,13.49,13.49,7.29,Venmo,EV015
TXN00410,11/22/2024,T003,E002,M001,4,10.99,43.96,5.13,Zelle,EV002
TXN00411,02/11/2024,T001,E007,M010,3,13.49,40.47,,venmo,EV013
TXN00412,12/08/2024,T002,E005,M018,2,12.99,25.98,6.37,VENMO,EV005
TXN00413,05-06-2024,T003,E001,M001,5,15.99,79.95,,Cash,EV013
TXN00414,10/06/2024,T001,E003,M010,2,9.49,18.98,7.25,VENMO,EV006
TXN00415,04/08/2024,T003,E009,M007,1,12.99,12.99,4.54,Cash,EV015
TXN00416,11/30/2024,T003,E008,M022,1,6.99,6.99,,Zelle,EV011
TXN00417,07/05/2024,T002,E006,M004,3,13.49,40.47,,Credit Card,
TXN00418,08/22/2024,T003,E007,M023,5,12.99,64.95,2.92,Credit card,EV006
TXN00419,01/07/2024,T002,E008,M023,4,6.99,27.96,1.07,Credit card,EV015
TXN00420,08/20/2024,T003,E003,M016,5,10.99,54.95,4.85,credit card,
TXN00421,04/14/2024,T001,E010,M024,1,8.99,8.99,5.05,Zelle,EV013
TXN00422,11/02/2024,T001,E006,M018,3,15.99,47.97,4.32,cash,EV013
TXN00423,28-04-2024,T003,E001,M005,4,15.99,63.96,3.17,VENMO,EV008
TXN00424,14-11-2024,T002,E012,M015,2,12.99,25.98,4.53,cash,
TXN00425,07/06/2024,T004,E009,M008,1,6.99,6.99,0.34,Credit Card,EV012
TXN00426,07/21/2024,T004,E011,M002,1,9.49,9.49,,VENMO,EV009
TXN00427,05/18/2024,T002,E009,M013,4,9.49,37.96,7.19,CASH,EV009
TXN00428,15-07-2024,T002,E010,M017,4,9.49,37.96,2.76,venmo,EV001
TXN00429,17-09-2024,T004,E003,M006,2,10.99,21.98,2.25,cash,EV006
TXN00430,08-07-2024,T001,E011,M022,2,11.49,22.98,5.76,venmo,
TXN00431,09/06/2024,T002,E003,M021,4,8.99,35.96,1.02,Zelle,EV005
TXN00432,11/22/2024,T002,E010,M002,2,6.99,13.98,4.13,Venmo,EV001
TXN00433,08-12-2024,T001,E004,M007,4,13.49,53.96,6.94,cash,EV014
TXN00434,11/07/2024,T002,E010,M020,5,6.99,34.95,5.48,venmo,EV003
TXN00435,05/01/2024,T002,E003,M004,1,14.99,14.99,7.27,Venmo,EV004
TXN00436,04/04/2024,T001,E010,M018,5,10.99,54.95,,cash,
TXN00437,05-01-2024,T004,E004,M017,4,9.49,37.96,5.58,Venmo,
TXN00438,07/18/2024,T001,E005,M014,2,6.99,13.98,1.86,CASH,
TXN00439,08/01/2024,T001,E011,M023,1,13.49,13.49,4.16,Venmo,EV007
TXN00440,22-12-2024,T004,E009,M012,1,12.99,12.99,4.68,credit card,EV014
TXN00441,10/20/2024,T003,E003,M022,4,14.99,59.96,6.27,venmo,EV012
TXN00442,10/17/2024,T003,E011,M010,5,9.49,47.45,3.19,cash,EV004
TXN00443,05/01/2024,T002,E010,M004,2,15.99,31.98,2.71,VENMO,EV002
TXN00444,03/27/2024,T001,E005,M003,2,7.99,15.98,3.48,CASH,EV008
TXN00445,07/12/2024,T001,E001,M024,4,11.49,45.96,4.17,Zelle,EV006
TXN00446,11/27/2024,T001,E009,M007,5,6.99,34.95,6.27,VENMO,EV008
TXN00447,11/14/2024,T001,E007,M012,2,8.99,17.98,0.69,credit card,EV012
TXN00448,12/12/2024,T002,E010,M017,1,10.99,10.99,4.4,VENMO,EV012
TXN00449,30-06-2024,T003,E005,M008,5,14.99,74.95,3.23,Cash,EV006
TXN00450,07/31/2024,T001,E009,M017,3,9.49,28.47,6.42,credit card,EV009
TXN00451,12/25/2024,T004,E011,M019,4,14.99,59.96,7.69,venmo,EV015
TXN00452,31-10-2024,T004,E011,M004,3,10.99,32.97,6.31,Credit Card,EV008
TXN00453,06/14/2024,T003,E002,M017,5,8.99,44.95,2.11,credit card,EV013
TXN00454,14-12-2024,T003,E005,M003,5,12.99,64.95,2.83,Zelle,EV006
TXN00455,19-12-2024,T002,E004,M016,2,14.99,29.98,6.98,Credit Card,EV007
TXN00456,11-05-2024,T003,E010,M005,1,10.99,10.99,5.41,venmo,EV001
TXN00457,08-10-2024,T004,E005,M012,5,9.49,47.45,7.88,Zelle,
TXN00458,07-04-2024,T003,E007,M013,2,13.49,26.98,,VENMO,
TXN00459,10/07/2024,T003,E006,M013,2,7.99,15.98,5.59,venmo,EV001
TXN00460,11-01-2024,T004,E009,M019,1,9.49,9.49,6.89,cash,EV009
TXN00461,05/05/2024,T003,E006,M012,2,7.99,15.98,3.35,Credit card,EV013
TXN00462,05/27/2024,T002,E007,M019,2,10.99,21.98,6.43,VENMO,EV013
TXN00463,04/14/2024,T002,E009,M016,1,12.99,12.99,1.08,VENMO,EV011
TXN00464,09/10/2024,T001,E008,M013,1,12.99,12.99,,credit card,EV004
TXN00465,22-08-2024,T003,E001,M012,3,15.99,47.97,6.48,Credit card,EV014
TXN00466,03/07/2024,T002,E006,M019,5,15.99,79.95,6.24,Credit card,
TXN00467,10-09-2024,T004,E003,M003,4,13.49,53.96,5.05,cash,EV011
TXN00468,07-08-2024,T004,E012,M003,1,12.99,12.99,2.51,credit card,EV009
TXN00469,09-11-2024,T003,E003,M015,3,13.49,40.47,3.6,cash,EV001
TXN00470,09-03-2024,T003,E008,M024,1,14.99,14.99,0.82,CASH,
TXN00471,02/01/2024,T004,E005,M017,1,10.99,10.99,1.24,Venmo,EV008
TXN00472,10-05-2024,T004,E011,M021,2,12.99,25.98,1.36,Cash,EV012
TXN00473,19-06-2024,T004,E003,M018,3,15.99,47.97,7.76,VENMO,EV015
TXN00474,23-11-2024,T004,E002,M017,5,6.99,34.95,3.85,Credit Card,EV015
TXN00475,06/10/2024,T003,E006,M005,3,8.99,26.97,,cash,EV010
TXN00476,09/01/2024,T004,E005,M025,4,6.99,27.96,,Venmo,EV008
TXN00477,01/08/2024,T002,E007,M014,5,11.49,57.45,1.31,Venmo,EV008
TXN00478,05/18/2024,T002,E007,M017,5,6.99,34.95,5.94,credit card,EV007
TXN00479,02/09/2024,T003,E004,M004,4,13.49,53.96,5.6,venmo,EV011
TXN00480,01/14/2024,T001,E004,M006,1,6.99,6.99,5.72,Cash,EV003
TXN00481,03/22/2024,T002,E008,M011,4,6.99,27.96,3.99,Credit card,EV002
TXN00482,06/22/2024,T002,E003,M002,3,11.49,34.47,,venmo,EV007
TXN00483,12-05-2024,T001,E004,M004,2,11.49,22.98,3.54,Cash,EV015
TXN00484,02/22/2024,T002,E012,M016,4,6.99,27.96,1.27,Cash,
TXN00485,09/27/2024,T004,E002,M021,3,14.99,44.97,0.42,Credit Card,EV008
TXN00486,11/24/2024,T001,E001,M006,3,13.49,40.47,,Credit Card,EV002
TXN00487,28-10-2024,T004,E008,M023,5,12.99,64.95,0.72,cash,EV003
TXN00488,21-12-2024,T001,E008,M002,3,12.99,38.97,6.33,cash,EV008
TXN00489,15-06-2024,T003,E005,M015,2,8.99,17.98,2.87,cash,EV002
TXN00490,09-09-2024,T003,E012,M018,4,14.99,59.96,4.35,Credit card,EV015
TXN00491,24-05-2024,T002,E006,M003,5,12.99,64.95,6.56,VENMO,EV015
TXN00492,05-01-2024,T004,E004,M024,2,8.99,17.98,2.91,Zelle,EV011
TXN00493,06-02-2024,T004,E006,M007,5,7.99,39.95,1.23,credit card,EV014
TXN00494,11/28/2024,T001,E004,M017,1,8.99,8.99,1.04,Cash,EV004
TXN00495,09/09/2024,T001,E001,M019,4,7.99,31.96,5.61,credit card,EV012
TXN00496,27-04-2024,T001,E011,M001,2,7.99,15.98,6.66,venmo,EV002
TXN00497,07/07/2024,T004,E005,M012,1,13.49,13.49,0.33,CASH,EV003
TXN00498,24-04-2024,T001,E010,M004,2,15.99,31.98,1.54,Credit Card,EV006
TXN00499,16-10-2024,T004,E002,M024,1,13.49,13.49,3.67,Venmo,EV006
TXN00500,04/06/2024,T003,E006,M022,2,15.99,31.98,3.54,Credit card,
